date,flight_id,crew_id,role,duty_hours,status
2025-09-07,6E2164,PIL0033,Captain,3.9744052245939603,COMPLETED
2025-09-07,6E2164,CAB0090,Trainee,3.6860230000056657,COMPLETED
2025-09-07,6E2164,CAB0054,Crew Member,4.052069364653378,COMPLETED
2025-09-07,6E2164,CAB0089,Crew Member,3.91579750068745,COMPLETED
2025-09-07,6E2164,CAB0062,Trainee,4.21965381661053,COMPLETED
2025-09-07,6E7661,PIL0016,First Officer,2.5471327322669093,COMPLETED
2025-09-07,6E7661,PIL0028,First Officer,3.604300637591143,COMPLETED
2025-09-07,6E7661,CAB0042,Trainee,2.728235363493699,COMPLETED
2025-09-07,6E7661,CAB0059,Crew Member,2.7466036349780247,COMPLETED
2025-09-07,6E7661,CAB0050,Crew Member,2.9840770697102017,COMPLETED
2025-09-07,6E7661,CAB0084,Crew Member,3.247444406596694,COMPLETED
2025-09-07,6E7661,CAB0062,Trainee,2.973809828397947,COMPLETED
2025-09-07,I54906,PIL0002,Captain,4.5349996059634154,COMPLETED
2025-09-07,I54906,PIL0036,Captain,4.535144837356765,COMPLETED
2025-09-07,I54906,CAB0082,Crew Member,3.573081562027015,COMPLETED
2025-09-07,I54906,CAB0086,Crew Member,4.122343264617246,COMPLETED
2025-09-06,I59281,PIL0026,First Officer,3.502210733129467,COMPLETED
2025-09-06,I59281,PIL0032,First Officer,4.594017191131995,COMPLETED
2025-09-06,I59281,CAB0059,Crew Member,3.5308579043080726,COMPLETED
2025-09-06,I59281,CAB0043,Trainee,3.551895299518411,COMPLETED
2025-09-06,I59255,PIL0030,Captain,3.257193397456792,COMPLETED
2025-09-06,I59255,PIL0005,Captain,3.577680920983825,COMPLETED
2025-09-06,I59255,CAB0091,Senior Crew,2.6013728975531594,COMPLETED
2025-09-06,I59255,CAB0073,Crew Member,2.7778527760897123,COMPLETED
2025-09-06,I5904,PIL0001,Captain,3.9459361854610004,COMPLETED
2025-09-06,I5904,PIL0004,First Officer,3.6381004791237133,COMPLETED
2025-09-06,I5904,CAB0048,Senior Crew,4.1649945162377735,COMPLETED
2025-09-06,I5904,CAB0051,Senior Crew,3.998040393056869,COMPLETED
2025-09-06,6E6883,PIL0039,First Officer,4.509307502897119,COMPLETED
2025-09-06,6E6883,PIL0038,Captain,3.621723767804359,COMPLETED
2025-09-06,6E6883,CAB0056,Senior Crew,3.9087772612291323,COMPLETED
2025-09-06,6E6883,CAB0074,Crew Member,4.424026870425733,COMPLETED
2025-09-06,6E6883,CAB0083,Senior Crew,3.611880616549124,COMPLETED
2025-09-06,6E6883,CAB0099,Senior Crew,4.016424388218611,COMPLETED
2025-09-06,I59610,PIL0002,Captain,2.790794601905339,COMPLETED
2025-09-06,I59610,PIL0018,First Officer,3.7882251567522323,COMPLETED
2025-09-06,I59610,CAB0045,Trainee,2.9118647404174958,COMPLETED
2025-09-06,I59610,CAB0081,Crew Member,3.253594630745753,COMPLETED
2025-09-06,I55279,PIL0014,Captain,4.764989251681825,COMPLETED
2025-09-06,I55279,PIL0002,Captain,4.22764198996931,COMPLETED
2025-09-06,I55279,CAB0063,Crew Member,4.04803235666424,COMPLETED
2025-09-06,I55279,CAB0066,Senior Crew,4.021073190508388,COMPLETED
2025-09-06,6E2013,PIL0027,Captain,4.336891167726051,COMPLETED
2025-09-06,6E2013,PIL0001,Captain,4.377002135248738,COMPLETED
2025-09-06,6E2013,CAB0083,Senior Crew,4.248004736371403,COMPLETED
2025-09-06,6E2013,CAB0093,Senior Crew,4.312713619893062,COMPLETED
2025-09-06,6E2013,CAB0073,Crew Member,4.206837855780542,COMPLETED
2025-09-06,6E2013,CAB0054,Crew Member,4.467263587526365,COMPLETED
2025-09-06,6E2013,CAB0079,Crew Member,4.32665205746064,COMPLETED
2025-09-06,I5893,PIL0030,Captain,3.603992495581647,COMPLETED
2025-09-06,I5893,PIL0028,First Officer,4.45748335968774,COMPLETED
2025-09-06,I5893,CAB0079,Crew Member,3.524966222120057,COMPLETED
2025-09-06,I5893,CAB0043,Trainee,3.6714341767105427,COMPLETED
2025-09-06,I55545,PIL0027,Captain,3.8243405136916695,COMPLETED
2025-09-06,I55545,PIL0034,First Officer,4.5368177140798105,COMPLETED
2025-09-06,I55545,CAB0061,Senior Crew,4.063408364483854,COMPLETED
2025-09-06,I55545,CAB0080,Senior Crew,4.303804890483475,COMPLETED
2025-09-06,I57677,PIL0006,Captain,3.484082532963556,COMPLETED
2025-09-06,I57677,PIL0014,Captain,3.339368281698013,COMPLETED
2025-09-06,I57677,CAB0049,Crew Member,2.7632473465180114,COMPLETED
2025-09-06,I57677,CAB0086,Crew Member,2.5006533907612996,COMPLETED
2025-09-06,6E8723,PIL0004,First Officer,3.213531727016438,COMPLETED
2025-09-06,6E8723,PIL0003,Captain,3.5115994777209725,COMPLETED
2025-09-06,6E8723,CAB0044,Crew Member,2.5875486640277807,COMPLETED
2025-09-06,6E8723,CAB0076,Senior Crew,2.7828011306705,COMPLETED
2025-09-06,6E8723,CAB0043,Trainee,2.918582285531489,COMPLETED
2025-09-06,6E8723,CAB0058,Senior Crew,2.792516425476252,COMPLETED
2025-09-06,6E2280,PIL0016,First Officer,4.977268615950641,COMPLETED
2025-09-06,6E2280,PIL0018,First Officer,4.908494633128966,COMPLETED
2025-09-06,6E2280,CAB0076,Senior Crew,3.6169235355253915,COMPLETED
2025-09-06,6E2280,CAB0081,Crew Member,4.182153161561635,COMPLETED
2025-09-06,6E2280,CAB0047,Senior Crew,4.449899668246076,COMPLETED
2025-09-06,6E2280,CAB0053,Crew Member,3.6370894580787567,COMPLETED
2025-09-06,I56838,PIL0002,Captain,3.3922710692528644,COMPLETED
2025-09-06,I56838,PIL0009,First Officer,3.608300015699549,COMPLETED
2025-09-06,I56838,CAB0047,Senior Crew,2.920761201765926,COMPLETED
2025-09-06,I56838,CAB0050,Crew Member,3.101682164018296,COMPLETED
2025-09-06,6E3664,PIL0030,Captain,4.4872397364463605,COMPLETED
2025-09-06,6E3664,PIL0022,Captain,3.605162209461885,COMPLETED
2025-09-06,6E3664,CAB0059,Crew Member,4.196695111436749,COMPLETED
2025-09-06,6E3664,CAB0041,Crew Member,3.824345807695056,COMPLETED
2025-09-06,6E3664,CAB0065,Senior Crew,3.7338969314722035,COMPLETED
2025-09-06,6E3664,CAB0084,Crew Member,3.7108862276807884,COMPLETED
2025-09-05,6E5896,PIL0021,Captain,2.552408869608983,COMPLETED
2025-09-05,6E5896,PIL0008,First Officer,3.9846346201140017,COMPLETED
2025-09-05,6E5896,CAB0086,Crew Member,3.389576618330492,COMPLETED
2025-09-05,6E5896,CAB0098,Crew Member,3.443928283476458,COMPLETED
2025-09-05,6E5896,CAB0091,Senior Crew,3.2658290392349096,COMPLETED
2025-09-05,6E5896,CAB0046,Crew Member,2.50540492367267,COMPLETED
2025-09-05,6E5896,CAB0045,Trainee,2.5013462709565637,COMPLETED
2025-09-05,I53156,PIL0027,Captain,4.509270700232817,COMPLETED
2025-09-05,I53156,PIL0007,Captain,4.5863817912487,COMPLETED
2025-09-05,I53156,CAB0072,Trainee,3.998971116913766,COMPLETED
2025-09-05,I53156,CAB0057,Senior Crew,3.818262041385726,COMPLETED
2025-09-05,I5893,PIL0029,Captain,4.214691906859099,COMPLETED
2025-09-05,I5893,PIL0010,Captain,3.977456142038521,COMPLETED
2025-09-05,I5893,CAB0054,Crew Member,3.653919509782905,COMPLETED
2025-09-05,I5893,CAB0089,Crew Member,4.477031676545176,COMPLETED
2025-09-05,I56405,PIL0034,First Officer,4.200092140651925,COMPLETED
2025-09-05,I56405,PIL0036,Captain,3.615084240279328,COMPLETED
2025-09-05,I56405,CAB0045,Trainee,3.8963126254982203,COMPLETED
2025-09-05,I56405,CAB0072,Trainee,3.7963258018998003,COMPLETED
2025-09-05,6E8784,PIL0015,Captain,2.6291982085955206,COMPLETED
2025-09-05,6E8784,PIL0040,Captain,3.721580168903142,COMPLETED
2025-09-05,6E8784,CAB0048,Senior Crew,3.2422935381702627,COMPLETED
2025-09-05,6E8784,CAB0041,Crew Member,2.744161608716153,COMPLETED
2025-09-05,6E8784,CAB0085,Crew Member,3.0980091173287496,COMPLETED
2025-09-05,6E8784,CAB0075,Crew Member,2.8851026028230295,COMPLETED
2025-09-05,6E8784,CAB0090,Trainee,3.3548057787992613,COMPLETED
2025-09-05,6E1431,PIL0011,Captain,4.694726583994371,COMPLETED
2025-09-05,6E1431,PIL0026,First Officer,4.6351371353703925,COMPLETED
2025-09-05,6E1431,CAB0041,Crew Member,4.230243334357868,COMPLETED
2025-09-05,6E1431,CAB0071,Trainee,3.9898704767177446,COMPLETED
2025-09-05,6E1431,CAB0075,Crew Member,4.130717444491929,COMPLETED
2025-09-05,6E1431,CAB0070,Senior Crew,4.2396828977631085,COMPLETED
2025-09-05,6E1431,CAB0062,Trainee,4.112275765693872,COMPLETED
2025-09-05,I58880,PIL0030,Captain,3.033159006046093,COMPLETED
2025-09-05,I58880,PIL0010,Captain,3.5038285448873,COMPLETED
2025-09-05,I58880,CAB0044,Crew Member,3.214414101470498,COMPLETED
2025-09-05,I58880,CAB0050,Crew Member,2.8616470948410444,COMPLETED
2025-09-05,I55487,PIL0014,Captain,4.65900648219225,COMPLETED
2025-09-05,I55487,PIL0015,Captain,4.5723493011369705,COMPLETED
2025-09-05,I55487,CAB0099,Senior Crew,4.386288216455718,COMPLETED
2025-09-05,I55487,CAB0041,Crew Member,3.651371171263275,COMPLETED
2025-09-05,6E5842,PIL0036,Captain,3.2292604811573247,COMPLETED
2025-09-05,6E5842,PIL0037,Captain,2.663520423461393,COMPLETED
2025-09-05,6E5842,CAB0042,Trainee,3.459472182955412,COMPLETED
2025-09-05,6E5842,CAB0055,Crew Member,2.7177125129781516,COMPLETED
2025-09-05,6E5842,CAB0094,Senior Crew,2.5881521581366442,COMPLETED
2025-09-05,6E5842,CAB0088,Senior Crew,2.694535033168484,COMPLETED
2025-09-05,6E7794,PIL0025,First Officer,2.5842430148549695,COMPLETED
2025-09-05,6E7794,PIL0010,Captain,2.8834586406930423,COMPLETED
2025-09-05,6E7794,CAB0053,Crew Member,3.232859187331831,COMPLETED
2025-09-05,6E7794,CAB0083,Senior Crew,3.376192478269556,COMPLETED
2025-09-05,6E7794,CAB0041,Crew Member,3.2227846006215213,COMPLETED
2025-09-05,6E7794,CAB0043,Trainee,2.7318412917147263,COMPLETED
2025-09-04,I58294,PIL0008,First Officer,2.7686424089922723,COMPLETED
2025-09-04,I58294,PIL0025,First Officer,3.08832669015031,COMPLETED
2025-09-04,I58294,CAB0077,Crew Member,2.912366487274681,COMPLETED
2025-09-04,I58294,CAB0076,Senior Crew,2.572276947573177,COMPLETED
2025-09-04,6E5911,PIL0012,Captain,4.6068916534982005,COMPLETED
2025-09-04,6E5911,PIL0007,Captain,4.3961438638601305,COMPLETED
2025-09-04,6E5911,CAB0100,Crew Member,4.4672711903702975,COMPLETED
2025-09-04,6E5911,CAB0099,Senior Crew,4.215125019816888,COMPLETED
2025-09-04,6E5911,CAB0075,Crew Member,4.457134832539796,COMPLETED
2025-09-04,6E5911,CAB0074,Crew Member,3.927105045360343,COMPLETED
2025-09-04,6E5911,CAB0045,Trainee,3.9751003406917205,COMPLETED
2025-09-04,6E5911,CAB0070,Senior Crew,4.39795521618502,COMPLETED
2025-09-04,I52528,PIL0005,Captain,4.090453280416163,COMPLETED
2025-09-04,I52528,PIL0001,Captain,4.210153489062532,COMPLETED
2025-09-04,I52528,CAB0073,Crew Member,4.398355275167665,COMPLETED
2025-09-04,I52528,CAB0071,Trainee,4.0826861465545825,COMPLETED
2025-09-04,6E8746,PIL0027,Captain,3.9318195171045214,COMPLETED
2025-09-04,6E8746,PIL0001,Captain,4.587044381392737,COMPLETED
2025-09-04,6E8746,CAB0077,Crew Member,4.266595944712051,COMPLETED
2025-09-04,6E8746,CAB0082,Crew Member,4.4662742977481855,COMPLETED
2025-09-04,6E8746,CAB0049,Crew Member,4.4700744566667066,COMPLETED
2025-09-04,6E8746,CAB0093,Senior Crew,4.365071099375394,COMPLETED
2025-09-04,6E8746,CAB0054,Crew Member,4.100792149339619,COMPLETED
2025-09-04,I53286,PIL0029,Captain,3.3634978794961294,COMPLETED
2025-09-04,I53286,PIL0007,Captain,2.689172983563116,COMPLETED
2025-09-04,I53286,CAB0074,Crew Member,2.686931429441447,COMPLETED
2025-09-04,I53286,CAB0090,Trainee,2.9452740247647045,COMPLETED
2025-09-03,6E2013,PIL0015,Captain,4.303313709646697,COMPLETED
2025-09-03,6E2013,PIL0016,First Officer,4.215475088926481,COMPLETED
2025-09-03,6E2013,CAB0084,Crew Member,3.524041237366438,COMPLETED
2025-09-03,6E2013,CAB0044,Crew Member,4.034139696135697,COMPLETED
2025-09-03,6E2013,CAB0054,Crew Member,4.188338411546565,COMPLETED
2025-09-03,6E2013,CAB0100,Crew Member,4.248698478439155,COMPLETED
2025-09-03,6E2013,CAB0055,Crew Member,3.713142119313937,COMPLETED
2025-09-03,I57670,PIL0006,Captain,3.013104151986333,COMPLETED
2025-09-03,I57670,PIL0021,Captain,3.714968115525209,COMPLETED
2025-09-03,I57670,CAB0091,Senior Crew,3.2793651703351197,COMPLETED
2025-09-03,I57670,CAB0057,Senior Crew,3.0224968088905886,COMPLETED
2025-09-03,6E8534,PIL0011,Captain,3.826179398325854,COMPLETED
2025-09-03,6E8534,PIL0009,First Officer,4.050018319554472,COMPLETED
2025-09-03,6E8534,CAB0091,Senior Crew,4.079313402788461,COMPLETED
2025-09-03,6E8534,CAB0073,Crew Member,4.389000610814666,COMPLETED
2025-09-03,6E8534,CAB0087,Trainee,4.069304984412202,COMPLETED
2025-09-03,6E8534,CAB0058,Senior Crew,4.131722418326584,COMPLETED
2025-09-03,6E8534,CAB0069,Trainee,4.018747847114709,COMPLETED
2025-09-03,6E6388,PIL0023,Captain,3.735619581926201,COMPLETED
2025-09-03,6E6388,PIL0028,First Officer,2.627902512417516,COMPLETED
2025-09-03,6E6388,CAB0081,Crew Member,2.847782403048887,COMPLETED
2025-09-03,6E6388,CAB0052,Crew Member,2.5216455613469835,COMPLETED
2025-09-03,6E6388,CAB0098,Crew Member,2.591777606471176,COMPLETED
2025-09-03,6E6388,CAB0065,Senior Crew,3.180953291403576,COMPLETED
2025-09-03,6E6909,PIL0017,Captain,2.960396609471849,COMPLETED
2025-09-03,6E6909,PIL0011,Captain,2.585641506861916,COMPLETED
2025-09-03,6E6909,CAB0068,Trainee,3.466558918555143,COMPLETED
2025-09-03,6E6909,CAB0086,Crew Member,2.9407390410842638,COMPLETED
2025-09-03,6E6909,CAB0059,Crew Member,2.7604031087879086,COMPLETED
2025-09-03,6E6909,CAB0094,Senior Crew,3.33839963809219,COMPLETED
2025-09-03,6E6909,CAB0095,Crew Member,3.215620716971786,COMPLETED
2025-09-03,6E6909,CAB0085,Crew Member,3.1869414350035106,COMPLETED
2025-09-03,6E4775,PIL0017,Captain,4.661858124761547,COMPLETED
2025-09-03,6E4775,PIL0029,Captain,3.8265933495244004,COMPLETED
2025-09-03,6E4775,CAB0046,Crew Member,4.3183078176753025,COMPLETED
2025-09-03,6E4775,CAB0082,Crew Member,3.835682400642842,COMPLETED
2025-09-03,6E4775,CAB0062,Trainee,4.07458219755188,COMPLETED
2025-09-03,6E4775,CAB0078,Trainee,4.014784234933135,COMPLETED
2025-09-03,6E4775,CAB0048,Senior Crew,4.013260504570442,COMPLETED
2025-09-03,6E4775,CAB0061,Senior Crew,3.6072223942084873,COMPLETED
2025-09-03,6E7340,PIL0039,First Officer,3.671048956257443,COMPLETED
2025-09-03,6E7340,PIL0026,First Officer,3.865294186217045,COMPLETED
2025-09-03,6E7340,CAB0062,Trainee,3.4654486346006212,COMPLETED
2025-09-03,6E7340,CAB0048,Senior Crew,3.415814348190744,COMPLETED
2025-09-03,6E7340,CAB0063,Crew Member,3.002875520065585,COMPLETED
2025-09-03,6E7340,CAB0066,Senior Crew,3.295110282526725,COMPLETED
2025-09-03,6E7340,CAB0060,Trainee,2.635745853099901,COMPLETED
2025-09-03,6E1140,PIL0015,Captain,3.0418240884637178,COMPLETED
2025-09-03,6E1140,PIL0001,Captain,3.455953234807036,COMPLETED
2025-09-03,6E1140,CAB0097,Crew Member,3.0976324398689004,COMPLETED
2025-09-03,6E1140,CAB0090,Trainee,3.238930455349472,COMPLETED
2025-09-03,6E1140,CAB0091,Senior Crew,2.529169892290743,COMPLETED
2025-09-03,6E1140,CAB0087,Trainee,3.04123821443383,COMPLETED
2025-09-03,6E1140,CAB0057,Senior Crew,2.5529074332706645,COMPLETED
2025-09-03,I58295,PIL0036,Captain,3.7724471328182325,COMPLETED
2025-09-03,I58295,PIL0022,Captain,3.9535936104558833,COMPLETED
2025-09-03,I58295,CAB0086,Crew Member,3.907937818367841,COMPLETED
2025-09-03,I58295,CAB0077,Crew Member,4.480261207816499,COMPLETED
2025-09-03,6E7468,PIL0031,First Officer,4.947392902252739,COMPLETED
2025-09-03,6E7468,PIL0016,First Officer,3.9103130435029056,COMPLETED
2025-09-03,6E7468,CAB0064,Senior Crew,3.9179840855069137,COMPLETED
2025-09-03,6E7468,CAB0057,Senior Crew,4.353284798567202,COMPLETED
2025-09-03,6E7468,CAB0049,Crew Member,4.35615362199466,COMPLETED
2025-09-03,6E7468,CAB0095,Crew Member,3.599237664919681,COMPLETED
2025-09-03,6E7468,CAB0054,Crew Member,3.590720882747831,COMPLETED
2025-09-03,6E3860,PIL0030,Captain,4.770177502804618,COMPLETED
2025-09-03,6E3860,PIL0011,Captain,4.747912312532078,COMPLETED
2025-09-03,6E3860,CAB0063,Crew Member,4.18332636262773,COMPLETED
2025-09-03,6E3860,CAB0055,Crew Member,3.683564114216933,COMPLETED
2025-09-03,6E3860,CAB0084,Crew Member,4.320919213613,COMPLETED
2025-09-03,6E3860,CAB0097,Crew Member,3.9288843893947103,COMPLETED
2025-09-03,6E3860,CAB0087,Trainee,3.6889856599711752,COMPLETED
2025-09-03,I52422,PIL0016,First Officer,2.6534982693010947,COMPLETED
2025-09-03,I52422,PIL0023,Captain,3.115748070546069,COMPLETED
2025-09-03,I52422,CAB0083,Senior Crew,3.3855594435856315,COMPLETED
2025-09-03,I52422,CAB0072,Trainee,2.5100104105591363,COMPLETED
2025-09-03,6E4624,PIL0009,First Officer,3.841010796875209,COMPLETED
2025-09-03,6E4624,PIL0027,Captain,3.282567702050377,COMPLETED
2025-09-03,6E4624,CAB0041,Crew Member,3.0002905186781796,COMPLETED
2025-09-03,6E4624,CAB0072,Trainee,2.9151556760573105,COMPLETED
2025-09-03,6E4624,CAB0049,Crew Member,2.669203051677252,COMPLETED
2025-09-03,6E4624,CAB0079,Crew Member,2.6875272229121667,COMPLETED
2025-09-03,6E4624,CAB0042,Trainee,2.5105516368159004,COMPLETED
2025-09-03,I56453,PIL0033,Captain,3.942419137649925,COMPLETED
2025-09-03,I56453,PIL0029,Captain,3.662622700508679,COMPLETED
2025-09-03,I56453,CAB0053,Crew Member,2.8421864057586577,COMPLETED
2025-09-03,I56453,CAB0093,Senior Crew,2.694463519182314,COMPLETED
2025-09-02,I52808,PIL0020,First Officer,3.8782159337584154,COMPLETED
2025-09-02,I52808,PIL0001,Captain,4.236215451902064,COMPLETED
2025-09-02,I52808,CAB0061,Senior Crew,3.9824930605276627,COMPLETED
2025-09-02,I52808,CAB0090,Trainee,4.122575397832781,COMPLETED
2025-09-02,I54446,PIL0015,Captain,3.809964777337558,COMPLETED
2025-09-02,I54446,PIL0039,First Officer,4.811163677038746,COMPLETED
2025-09-02,I54446,CAB0091,Senior Crew,3.942066213118075,COMPLETED
2025-09-02,I54446,CAB0052,Crew Member,3.8341046520865634,COMPLETED
2025-09-02,6E6883,PIL0012,Captain,4.738405137360522,COMPLETED
2025-09-02,6E6883,PIL0036,Captain,3.5900122888835178,COMPLETED
2025-09-02,6E6883,CAB0080,Senior Crew,4.1627857327436635,COMPLETED
2025-09-02,6E6883,CAB0076,Senior Crew,4.090170773649744,COMPLETED
2025-09-02,6E6883,CAB0056,Senior Crew,3.9227025695271727,COMPLETED
2025-09-02,6E6883,CAB0095,Crew Member,3.7008771801402283,COMPLETED
2025-09-02,I51487,PIL0014,Captain,3.157032694525494,COMPLETED
2025-09-02,I51487,PIL0005,Captain,3.113115644212792,COMPLETED
2025-09-02,I51487,CAB0094,Senior Crew,2.5727362617771963,COMPLETED
2025-09-02,I51487,CAB0050,Crew Member,3.2901313737261084,COMPLETED
2025-09-02,I55545,PIL0015,Captain,4.122660765282399,COMPLETED
2025-09-02,I55545,PIL0011,Captain,3.6340098534378003,COMPLETED
2025-09-02,I55545,CAB0051,Senior Crew,4.072315185630076,COMPLETED
2025-09-02,I55545,CAB0068,Trainee,4.499207298943441,COMPLETED
2025-09-02,I5922,PIL0020,First Officer,3.707640065199289,COMPLETED
2025-09-02,I5922,PIL0024,First Officer,3.775870295959899,COMPLETED
2025-09-02,I5922,CAB0064,Senior Crew,3.2477005140130895,COMPLETED
2025-09-02,I5922,CAB0076,Senior Crew,2.7341026649706404,COMPLETED
2025-09-02,6E2932,PIL0035,Captain,3.0791487832562265,COMPLETED
2025-09-02,6E2932,PIL0020,First Officer,3.534735539346456,COMPLETED
2025-09-02,6E2932,CAB0100,Crew Member,2.9770482251793546,COMPLETED
2025-09-02,6E2932,CAB0086,Crew Member,3.3348994283643916,COMPLETED
2025-09-02,6E2932,CAB0097,Crew Member,3.2558863795678166,COMPLETED
2025-09-02,6E2932,CAB0092,Senior Crew,2.983402236523004,COMPLETED
2025-09-02,6E2932,CAB0054,Crew Member,2.6116359293960616,COMPLETED
2025-09-02,6E8784,PIL0002,Captain,3.7757674779656,COMPLETED
2025-09-02,6E8784,PIL0001,Captain,3.8167709665248464,COMPLETED
2025-09-02,6E8784,CAB0091,Senior Crew,2.9218298355226535,COMPLETED
2025-09-02,6E8784,CAB0075,Crew Member,3.191301769335229,COMPLETED
2025-09-02,6E8784,CAB0063,Crew Member,3.4028293070359648,COMPLETED
2025-09-02,6E8784,CAB0047,Senior Crew,3.350429487678928,COMPLETED
2025-09-02,6E8784,CAB0097,Crew Member,2.9143270140202078,COMPLETED
2025-09-02,I56453,PIL0012,Captain,2.558199182093331,COMPLETED
2025-09-02,I56453,PIL0036,Captain,2.780158792346694,COMPLETED
2025-09-02,I56453,CAB0098,Crew Member,3.416961113102489,COMPLETED
2025-09-02,I56453,CAB0084,Crew Member,3.496807712678854,COMPLETED
2025-09-01,6E8070,PIL0016,First Officer,3.2627911476603586,COMPLETED
2025-09-01,6E8070,PIL0017,Captain,2.9776779502087063,COMPLETED
2025-09-01,6E8070,CAB0080,Senior Crew,3.3749876880526513,COMPLETED
2025-09-01,6E8070,CAB0094,Senior Crew,2.5827383034870715,COMPLETED
2025-09-01,6E8070,CAB0076,Senior Crew,3.4150833333580746,COMPLETED
